Master,Slave,NLOS,RSSI,Speed,X,Y,Z,Auth,Trans
31,36,0,65,2,1,37,0,9,4
29,34,0,65,2,2,38,0,9,4
30,34,0,65,1,1,38,0,9,4
30,34,0,64,1,1,38,0,9,4
30,37,0,65,1,1,38,0,9,4
31,38,0,64,2,2,36,0,9,4
31,37,0,64,2,2,36,0,9,4
30,38,0,64,1,2,37,0,9,4
28,36,0,64,1,3,37,0,9,4
28,37,0,65,2,2,38,0,9,4
30,36,0,64,0,2,37,0,9,4
32,40,0,64,2,1,37,0,9,4
32,39,0,62,3,2,35,0,9,4
28,38,0,64,1,3,37,0,9,4
32,37,0,64,2,2,35,0,9,4
29,38,0,65,3,2,38,0,9,4
31,36,0,65,1,2,36,0,9,4
29,37,0,65,3,2,38,0,9,4
32,37,0,65,1,1,37,0,9,4
30,35,0,66,1,2,37,0,9,4
29,38,0,64,1,1,39,0,9,4
31,37,0,64,1,2,36,0,9,4
31,35,0,64,1,2,36,0,9,4
31,38,0,65,2,1,37,0,9,4
29,39,0,64,1,3,36,0,9,4
28,38,0,64,1,3,37,0,9,4
28,41,0,65,2,3,37,0,9,4
28,41,0,65,1,4,36,0,9,4
28,41,0,65,1,4,36,0,9,4
29,35,0,65,2,4,35,0,9,4
31,36,0,65,3,1,37,0,9,4
32,39,0,64,3,1,37,0,9,4
28,38,0,64,2,3,37,0,9,4
30,38,0,65,1,2,37,0,9,4
31,39,0,64,1,2,36,0,9,4
30,41,0,64,1,3,36,0,9,4
30,37,0,65,1,3,36,0,9,4
31,38,0,63,0,2,36,0,9,4
31,38,0,64,1,2,36,0,9,4
27,38,0,65,2,3,38,0,9,4
32,38,0,64,1,2,35,0,9,4
32,37,0,65,1,2,35,0,9,4
32,35,0,64,2,1,37,0,9,4
28,35,0,63,3,2,38,0,9,4
28,36,0,64,3,2,38,0,9,4
31,36,0,63,0,1,37,0,9,4
30,33,0,67,1,1,38,0,9,4
27,36,0,65,2,1,40,0,9,4
32,35,0,64,0,1,37,0,9,4
28,37,0,64,1,2,38,0,9,4
30,36,0,64,3,2,37,0,9,4
30,36,0,65,1,1,38,0,9,4
29,33,0,64,0,2,38,0,9,4
30,33,0,64,3,0,40,0,9,4
31,36,0,64,1,0,39,0,9,4
30,32,0,64,1,1,38,0,9,4
28,37,0,65,1,1,40,0,9,4
31,34,0,64,3,2,36,0,9,4
31,35,0,65,1,0,39,0,9,4
27,36,0,65,1,2,39,0,9,4
29,36,0,64,2,2,38,0,9,4
31,37,0,66,2,1,37,0,9,4
31,37,0,62,3,2,36,0,9,4
32,35,0,63,1,1,37,0,9,4
32,35,0,64,0,1,37,0,9,4
30,37,0,63,2,1,38,0,9,4
32,34,0,64,0,1,37,0,9,4
30,32,0,64,1,1,38,0,9,4
28,35,0,64,2,1,40,0,9,4
32,36,0,63,0,1,37,0,9,4
28,37,0,61,1,2,38,0,9,4
33,40,0,65,4,1,36,0,9,4
29,39,0,64,2,3,36,0,9,4
31,34,0,64,2,2,36,0,9,4
30,40,0,65,2,1,38,0,9,4
28,36,0,64,1,4,36,0,9,4
31,35,0,65,1,1,37,0,9,4
28,35,0,62,1,2,38,0,9,4
28,33,0,63,2,2,38,0,9,4
32,36,0,64,1,0,38,0,9,4
32,33,0,62,1,1,37,0,9,4
27,35,0,64,2,1,40,0,9,4
30,37,0,64,1,1,38,0,9,4
30,36,0,64,1,2,37,0,9,4
32,37,0,64,3,1,37,0,9,4
29,36,0,65,1,2,38,0,9,4
28,39,0,65,1,2,38,0,9,4
30,33,0,65,2,3,36,0,9,4
31,36,0,64,2,0,39,0,9,4
31,34,0,63,2,1,37,0,9,4
29,35,0,64,1,1,39,0,9,4
30,34,0,64,0,1,38,0,9,4
28,35,0,64,3,1,40,0,9,4
31,34,0,64,2,1,37,0,9,4
31,35,0,64,1,0,39,0,9,4
29,33,0,64,1,1,39,0,9,4
29,34,0,64,2,1,39,0,9,4
30,33,0,64,1,1,38,0,9,4
30,34,0,65,1,0,40,0,9,4
30,35,0,65,1,1,38,0,9,4
30,37,0,64,0,1,38,0,9,4
30,35,0,63,3,2,37,0,9,4
30,34,0,65,0,1,38,0,9,4
27,36,0,65,1,2,39,0,9,4
28,33,0,64,1,2,38,0,9,4
29,34,0,65,1,1,39,0,9,4
26,33,0,65,1,2,40,0,9,4
29,32,0,65,1,1,39,0,9,4
30,32,0,65,1,0,40,0,9,4
30,34,0,65,2,0,40,0,9,4
30,32,0,64,1,1,38,0,9,4
30,31,0,65,0,0,40,0,9,4
30,32,0,64,0,0,40,0,9,4
30,35,0,64,2,0,40,0,9,4
30,36,0,65,2,1,38,0,9,4
29,36,0,64,2,2,38,0,9,4
30,33,0,65,2,1,38,0,9,4
29,32,0,65,1,1,39,0,9,4
29,36,0,65,2,0,40,0,9,4
29,34,0,65,1,2,38,0,9,4
30,33,0,65,1,1,38,0,9,4
29,35,0,65,1,1,39,0,9,4
30,35,0,64,1,1,38,0,9,4
30,36,0,65,0,1,38,0,9,4
27,33,0,64,1,2,39,0,9,4
30,34,0,65,2,0,40,0,9,4
29,33,0,66,1,1,39,0,9,4
28,35,0,64,0,1,40,0,9,4
29,35,0,65,1,1,39,0,9,4
28,34,0,65,1,2,38,0,9,4
26,34,0,65,1,2,40,0,9,4
26,36,0,65,1,2,40,0,9,4
30,35,0,65,1,1,38,0,9,4
30,37,0,65,2,1,38,0,9,4
30,37,0,64,3,2,37,0,9,4
29,35,0,64,1,2,38,0,9,4
27,35,0,65,1,2,39,0,9,4
27,35,0,65,2,2,39,0,9,4
30,35,0,64,1,1,38,0,9,4
30,36,0,65,1,1,38,0,9,4
30,34,0,64,1,1,38,0,9,4
28,36,0,64,2,1,40,0,9,4
29,34,0,65,1,2,38,0,9,4
27,36,0,64,1,2,39,0,9,4
28,37,0,65,2,2,38,0,9,4
30,34,0,65,1,2,37,0,9,4
30,38,0,65,1,1,38,0,9,4
28,35,0,64,1,3,37,0,9,4
31,32,0,64,1,1,37,0,9,4
28,36,0,64,2,1,40,0,9,4
30,34,0,65,2,1,38,0,9,4
32,37,0,64,1,0,38,0,9,4
27,37,0,64,2,3,38,0,9,4
30,39,0,64,1,2,37,0,9,4
31,36,0,65,2,2,36,0,9,4
31,37,0,64,2,1,37,0,9,4
32,37,0,66,1,1,37,0,9,4
32,38,0,65,1,1,37,0,9,4
30,37,0,65,1,2,37,0,9,4
30,37,0,64,1,2,37,0,9,4
29,38,0,66,1,2,38,0,9,4
29,32,0,65,1,3,36,0,9,4
29,34,0,64,3,0,40,0,9,4
31,36,0,64,2,0,39,0,9,4
31,36,0,64,2,1,37,0,9,4
30,36,0,64,2,1,38,0,9,4
29,36,0,65,2,2,38,0,9,4
30,37,0,65,1,1,38,0,9,4
32,36,0,64,1,1,37,0,9,4
30,34,0,65,1,1,38,0,9,4
28,33,0,65,2,1,40,0,9,4
30,34,0,65,3,0,40,0,9,4
29,33,0,62,1,1,39,0,9,4
28,36,0,65,0,1,40,0,9,4
30,34,0,64,2,1,38,0,9,4
30,37,0,64,1,1,38,0,9,4
28,35,0,64,2,2,38,0,9,4
27,36,0,64,1,2,39,0,9,4
31,35,0,64,1,1,37,0,9,4
28,37,0,64,1,2,38,0,9,4
30,34,0,65,1,2,37,0,9,4
32,35,0,64,1,0,38,0,9,4
27,34,0,65,1,2,39,0,9,4
31,35,0,64,2,0,39,0,9,4
28,36,0,64,2,2,38,0,9,4
31,36,0,65,2,1,37,0,9,4
30,36,0,66,1,1,38,0,9,4
30,35,0,65,1,1,38,0,9,4
30,34,0,64,1,1,38,0,9,4
31,36,0,65,1,0,39,0,9,4
32,34,0,64,1,1,37,0,9,4
30,36,0,65,0,1,38,0,9,4
32,35,0,65,2,1,37,0,9,4
29,35,0,65,2,1,39,0,9,4
30,36,0,66,0,1,38,0,9,4
27,34,0,66,2,2,39,0,9,4
30,35,0,66,1,1,38,0,9,4
27,38,0,65,1,2,39,0,9,4
27,37,0,65,1,3,38,0,9,4
30,35,0,65,1,2,37,0,9,4
27,37,0,65,0,2,39,0,9,4
27,36,0,65,0,3,38,0,9,4
30,36,0,66,1,1,38,0,9,4
30,34,0,65,2,1,38,0,9,4
30,33,0,65,0,1,38,0,9,4
30,37,0,65,2,0,40,0,9,4
30,34,0,66,1,2,37,0,9,4
27,38,0,65,1,2,39,0,9,4
29,35,0,65,5,3,36,0,9,4
30,37,0,65,1,1,38,0,9,4
30,34,0,63,2,2,37,0,9,4
27,37,0,66,3,2,39,0,9,4
28,38,0,65,1,2,38,0,9,4
31,36,0,64,1,2,36,0,9,4
30,32,0,65,1,1,38,0,9,4
30,33,0,65,2,1,38,0,9,4
28,36,0,64,2,1,40,0,9,4
28,36,0,65,2,2,38,0,9,4
27,35,0,64,1,2,39,0,9,4
30,35,0,64,2,1,38,0,9,4
30,36,0,64,1,1,38,0,9,4
30,35,0,65,1,1,38,0,9,4
31,33,0,64,1,1,37,0,9,4
26,36,0,65,2,2,40,0,9,4
28,33,0,65,1,2,38,0,9,4
28,37,0,64,1,1,40,0,9,4
30,36,0,65,3,2,37,0,9,4
31,37,0,64,1,1,37,0,9,4
30,37,0,65,3,2,37,0,9,4
30,37,0,65,0,2,37,0,9,4
30,37,0,65,1,2,37,0,9,4
28,37,0,66,1,2,38,0,9,4
31,35,0,65,1,2,36,0,9,4
31,36,0,65,1,1,37,0,9,4
29,36,0,65,0,2,38,0,9,4
29,36,0,64,2,2,38,0,9,4
30,38,0,64,1,1,38,0,9,4
30,37,0,65,1,2,37,0,9,4
30,37,0,63,0,2,37,0,9,4
28,36,0,65,1,2,38,0,9,4
29,39,0,65,0,2,38,0,9,4
30,36,0,65,1,3,36,0,9,4
29,37,0,64,0,2,38,0,9,4
30,36,0,65,1,2,37,0,9,4
29,37,0,65,2,2,38,0,9,4
27,37,0,65,1,3,38,0,9,4
29,38,0,65,2,3,36,0,9,4
30,35,0,65,1,2,37,0,9,4
31,37,0,65,1,1,37,0,9,4
30,36,0,64,1,2,37,0,9,4
30,36,0,65,1,1,38,0,9,4
30,37,0,64,1,1,38,0,9,4
29,37,0,65,1,2,38,0,9,4
29,34,0,65,1,2,38,0,9,4
26,35,0,64,2,2,40,0,9,4
30,36,0,65,1,1,38,0,9,4
28,34,0,65,2,2,38,0,9,4
27,33,0,65,1,2,39,0,9,4
30,36,0,65,2,0,40,0,9,4
29,36,0,65,0,2,38,0,9,4
29,36,0,65,1,2,38,0,9,4
27,35,0,63,2,2,39,0,9,4
27,35,0,64,1,2,39,0,9,4
30,34,0,65,1,1,38,0,9,4
29,38,0,65,1,1,39,0,9,4
30,34,0,65,2,2,37,0,9,4
31,36,0,65,1,0,39,0,9,4
28,36,0,65,1,2,38,0,9,4
30,35,0,65,1,1,38,0,9,4
30,38,0,64,1,1,38,0,9,4
29,36,0,65,1,1,39,0,9,4
29,34,0,66,1,2,38,0,9,4
30,34,0,64,2,1,38,0,9,4
27,33,0,64,1,2,39,0,9,4
29,34,0,65,1,1,39,0,9,4
30,34,0,65,0,1,38,0,9,4
27,35,0,65,0,2,39,0,9,4
30,33,0,65,1,1,38,0,9,4
27,35,0,66,1,1,40,0,9,4
30,36,0,66,0,1,38,0,9,4
29,35,0,63,2,2,38,0,9,4
30,37,0,64,2,1,38,0,9,4
27,37,0,65,2,3,38,0,9,4
29,36,0,65,0,2,38,0,9,4
30,35,0,64,0,1,38,0,9,4
30,35,0,65,2,1,38,0,9,4
29,34,0,65,1,1,39,0,9,4
29,53,0,64,1,1,39,0,9,4
30,30,0,65,13,9,27,0,9,4
28,32,0,65,2,0,41,0,9,4
32,42,0,63,1,0,38,0,9,4
28,41,0,64,6,4,36,0,9,4
31,43,0,65,4,3,35,0,9,4
32,43,0,65,3,4,33,0,9,4
29,43,0,66,2,5,34,0,9,4
29,38,0,66,2,5,34,0,9,4
27,40,0,65,5,3,38,0,9,4
26,41,0,64,3,4,37,0,9,4
26,38,0,65,2,5,36,0,9,4
27,38,0,62,0,3,38,0,9,4
28,39,0,64,1,3,37,0,9,4
27,40,0,64,2,3,38,0,9,4
28,37,0,65,2,4,36,0,9,4
31,34,0,64,1,2,36,0,9,4
30,36,0,65,2,1,38,0,9,4
27,33,0,65,3,2,39,0,9,4
30,35,0,65,4,0,40,0,9,4
27,36,0,65,1,2,39,0,9,4
29,38,0,65,1,2,38,0,9,4
28,36,0,64,4,3,37,0,9,4
31,38,0,64,2,1,37,0,9,4
30,38,0,65,1,2,37,0,9,4
31,36,0,65,1,2,36,0,9,4
30,35,0,67,1,1,38,0,9,4
30,36,0,65,1,1,38,0,9,4
32,36,0,65,1,1,37,0,9,4
31,35,0,64,1,1,37,0,9,4
28,40,0,64,1,2,38,0,9,4
31,39,0,65,2,3,35,0,9,4
31,36,0,64,1,2,36,0,9,4
28,41,0,64,0,2,38,0,9,4
31,39,0,66,0,3,35,0,9,4
29,38,0,63,1,3,36,0,9,4
28,38,0,65,1,3,37,0,9,4
31,39,0,64,1,2,36,0,9,4
29,39,0,65,0,3,36,0,9,4
32,36,0,65,2,2,35,0,9,4
28,38,0,63,2,2,38,0,9,4
30,39,0,64,1,2,37,0,9,4
30,36,0,64,1,3,36,0,9,4
30,38,0,65,1,1,38,0,9,4
28,38,0,64,1,3,37,0,9,4
30,35,0,64,1,2,37,0,9,4
32,35,0,64,1,1,37,0,9,4
32,37,0,64,2,1,37,0,9,4
29,41,0,65,1,2,38,0,9,4
30,37,0,65,2,3,36,0,9,4
27,39,0,65,2,3,38,0,9,4
30,34,0,64,2,3,36,0,9,4
28,36,0,65,4,1,40,0,9,4
27,34,0,65,1,2,39,0,9,4
28,38,0,66,4,1,40,0,9,4
25,41,0,65,3,4,38,0,9,4
28,40,0,64,3,4,36,0,9,4
28,38,0,64,5,4,36,0,9,4
29,39,0,64,2,3,36,0,9,4
32,35,0,65,2,2,35,0,9,4
28,39,0,65,2,2,38,0,9,4
29,38,0,65,0,3,36,0,9,4
31,38,0,63,1,2,36,0,9,4
30,38,0,64,1,2,37,0,9,4
31,35,0,65,1,2,36,0,9,4
31,34,0,65,1,1,37,0,9,4
32,35,0,64,2,0,38,0,9,4
32,37,0,64,1,1,37,0,9,4
32,38,0,63,0,1,37,0,9,4
33,39,0,65,2,1,36,0,9,4
29,35,0,63,2,3,36,0,9,4
29,38,0,62,2,1,39,0,9,4
30,37,0,65,1,2,37,0,9,4
31,37,0,64,1,2,36,0,9,4
27,37,0,64,2,3,38,0,9,4
30,37,0,65,0,2,37,0,9,4
31,37,0,64,0,2,36,0,9,4
31,37,0,64,2,2,36,0,9,4
28,38,0,62,1,2,38,0,9,4
30,37,0,62,1,2,37,0,9,4
30,36,0,64,1,2,37,0,9,4
29,36,0,64,0,2,38,0,9,4
28,35,0,64,1,2,38,0,9,4
25,36,0,65,2,3,39,0,9,4
26,38,0,65,1,3,39,0,9,4
26,35,0,65,1,3,39,0,9,4
27,37,0,65,1,2,39,0,9,4
28,38,0,65,1,2,38,0,9,4
29,37,0,66,3,3,36,0,9,4
31,36,0,65,3,2,36,0,9,4
28,38,0,64,0,2,38,0,9,4
30,34,0,64,1,2,37,0,9,4
30,36,0,65,2,1,38,0,9,4
29,34,0,64,0,2,38,0,9,4
30,36,0,65,1,1,38,0,9,4
26,36,0,67,2,3,39,0,9,4
27,34,0,65,1,2,39,0,9,4
30,36,0,65,0,1,38,0,9,4
30,33,0,65,2,1,38,0,9,4
27,34,0,65,1,1,40,0,9,4
28,37,0,65,2,1,40,0,9,4
30,35,0,65,1,2,37,0,9,4
27,37,0,65,1,2,39,0,9,4
30,38,0,65,3,2,37,0,9,4
28,35,0,64,1,3,37,0,9,4
32,35,0,64,2,1,37,0,9,4
31,37,0,65,1,1,37,0,9,4
29,35,0,65,1,2,38,0,9,4
32,35,0,63,0,1,37,0,9,4
31,35,0,65,0,1,37,0,9,4
35,30,0,63,3,0,35,0,9,4
33,35,0,64,1,0,37,0,9,4
33,33,0,64,1,0,37,0,9,4
32,31,0,64,3,0,38,0,9,4
30,38,0,64,3,0,40,0,9,4
28,45,0,64,3,3,37,0,9,4
31,36,0,64,7,5,32,0,9,4
32,35,0,64,3,1,37,0,9,4
31,36,0,65,2,1,37,0,9,4
32,34,0,64,6,1,37,0,9,4
30,37,0,64,1,1,38,0,9,4
32,40,0,63,0,1,37,0,9,4
33,38,0,64,3,2,34,0,9,4
31,39,0,65,2,2,36,0,9,4
28,40,0,65,2,3,37,0,9,4
30,39,0,65,2,3,36,0,9,4
27,39,0,65,2,3,38,0,9,4
29,38,0,65,1,3,36,0,9,4
30,39,0,65,1,2,37,0,9,4
30,39,0,63,2,3,36,0,9,4
28,38,0,64,1,3,37,0,9,4
31,37,0,62,1,2,36,0,9,4
32,36,0,64,2,1,37,0,9,4
31,37,0,64,2,1,37,0,9,4
32,38,0,66,1,1,37,0,9,4
30,38,0,64,1,2,37,0,9,4
33,36,0,64,1,1,36,0,9,4
33,35,0,63,1,1,36,0,9,4
30,35,0,64,1,1,38,0,9,4
29,37,0,64,3,1,39,0,9,4
31,38,0,64,1,2,36,0,9,4
33,38,0,64,2,1,36,0,9,4
32,36,0,64,4,2,35,0,9,4
32,37,0,64,1,1,37,0,9,4
31,38,0,65,1,2,36,0,9,4
31,37,0,64,1,2,36,0,9,4
32,38,0,64,0,1,37,0,9,4
29,38,0,63,1,3,36,0,9,4
32,38,0,64,1,2,35,0,9,4
30,38,0,63,1,2,37,0,9,4
32,34,0,64,1,2,35,0,9,4
33,36,0,63,2,0,37,0,9,4
29,34,0,64,1,2,38,0,9,4
32,39,0,64,3,0,38,0,9,4
30,37,0,64,3,3,36,0,9,4
33,37,0,64,2,1,36,0,9,4
31,34,0,64,2,2,36,0,9,4
30,32,0,64,2,1,38,0,9,4
31,37,0,63,3,0,39,0,9,4
31,36,0,64,0,2,36,0,9,4
30,35,0,64,0,1,38,0,9,4
31,39,0,64,2,1,37,0,9,4
31,36,0,66,0,2,36,0,9,4
31,41,0,65,1,1,37,0,9,4
31,37,0,65,2,3,35,0,9,4
30,40,0,63,1,2,37,0,9,4
34,39,0,64,4,2,33,0,9,4
31,40,0,64,1,2,36,0,9,4
28,38,0,64,2,4,36,0,9,4
31,40,0,64,3,2,36,0,9,4
29,41,0,64,1,3,36,0,9,4
31,39,0,65,1,3,35,0,9,4
31,36,0,61,0,2,36,0,9,4
29,35,0,64,2,2,38,0,9,4
32,38,0,63,2,1,37,0,9,4
30,38,0,62,1,2,37,0,9,4
28,38,0,63,1,3,37,0,9,4
32,40,0,64,2,2,35,0,9,4
27,37,0,64,2,4,37,0,9,4
32,39,0,64,2,1,37,0,9,4
33,40,0,64,1,2,34,0,9,4
30,40,0,64,1,3,36,0,9,4
29,39,0,61,2,3,36,0,9,4
31,40,0,64,2,2,36,0,9,4
28,37,0,64,1,4,36,0,9,4
31,39,0,63,1,2,36,0,9,4
31,38,0,64,0,2,36,0,9,4
30,36,0,64,2,2,37,0,9,4
31,42,0,64,1,1,37,0,9,4
30,39,0,64,2,4,34,0,9,4
28,39,0,64,1,3,37,0,9,4
31,39,0,64,1,2,36,0,9,4
30,35,0,64,2,3,36,0,9,4
32,34,0,63,2,1,37,0,9,4
31,34,0,64,3,0,39,0,9,4
32,36,0,64,3,0,38,0,9,4
29,36,0,64,1,2,38,0,9,4
30,33,0,64,1,1,38,0,9,4
27,34,0,64,2,1,40,0,9,4
29,35,0,64,1,1,39,0,9,4
31,33,0,64,1,1,37,0,9,4
30,38,0,64,1,0,40,0,9,4
32,34,0,64,4,2,35,0,9,4
31,34,0,64,2,0,39,0,9,4
30,36,0,63,2,1,38,0,9,4
33,35,0,64,1,1,36,0,9,4
32,36,0,64,2,1,37,0,9,4
32,39,0,63,1,1,37,0,9,4
29,36,0,64,2,3,36,0,9,4
29,34,0,62,1,2,38,0,9,4
31,34,0,64,4,0,39,0,9,4
28,34,0,64,2,1,40,0,9,4
31,36,0,64,1,0,39,0,9,4
30,37,0,64,1,1,38,0,9,4
28,34,0,65,2,2,38,0,9,4
30,34,0,65,1,1,38,0,9,4
28,34,0,65,2,1,40,0,9,4
30,39,0,67,1,1,38,0,9,4
30,36,0,64,2,3,36,0,9,4
30,35,0,64,2,1,38,0,9,4
31,36,0,64,1,1,37,0,9,4
29,36,0,65,2,2,38,0,9,4
31,35,0,64,1,1,37,0,9,4
32,36,0,64,0,1,37,0,9,4
31,37,0,64,1,1,37,0,9,4
32,37,0,63,0,1,37,0,9,4
28,36,0,64,1,2,38,0,9,4
28,36,0,65,0,2,38,0,9,4
32,35,0,64,0,1,37,0,9,4
31,34,0,64,1,1,37,0,9,4
31,38,0,63,2,0,39,0,9,4
30,41,0,64,1,2,37,0,9,4
29,38,0,64,3,4,35,0,9,4
32,39,0,63,4,2,35,0,9,4
29,37,0,63,1,3,36,0,9,4
28,36,0,65,3,2,38,0,9,4
30,35,0,64,3,1,38,0,9,4
28,33,0,65,2,2,38,0,9,4
28,35,0,64,2,1,40,0,9,4
30,36,0,64,0,1,38,0,9,4
30,37,0,64,1,1,38,0,9,4
30,35,0,65,3,2,37,0,9,4
30,42,0,64,0,1,38,0,9,4
31,41,0,65,5,4,33,0,9,4
30,36,0,63,1,3,36,0,9,4
29,34,0,64,1,2,38,0,9,4
30,32,0,65,5,1,38,0,9,4
30,31,0,65,5,0,40,0,9,4
27,36,0,64,2,1,40,0,9,4
30,32,0,64,0,1,38,0,9,4
30,34,0,62,0,0,40,0,9,4
30,35,0,65,2,1,38,0,9,4
30,35,0,64,0,1,38,0,9,4
31,35,0,62,3,1,37,0,9,4
31,34,0,64,1,1,37,0,9,4
30,34,0,65,0,1,38,0,9,4
30,37,0,64,1,1,38,0,9,4
30,34,0,64,1,2,37,0,9,4
31,32,0,64,1,0,39,0,9,4
31,34,0,63,1,0,39,0,9,4
31,33,0,65,2,0,39,0,9,4
28,33,0,65,1,1,40,0,9,4
32,33,0,64,1,0,38,0,9,4
33,36,0,63,2,0,37,0,9,4
31,33,0,63,3,1,37,0,9,4
29,38,0,64,1,1,39,0,9,4
